KommuneNr,IndicatorType,Year,Value
153,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,56.6
153,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,58.0
153,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,53.6
153,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,51.2
153,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,35.3
153,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
155,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,38.9
155,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,32.3
155,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,37.8
155,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,31.5
155,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,26.3
155,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,28.3
155,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,28.9
155,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,32.3
155,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,24.8
155,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,28.5
155,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
157,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,68.9
157,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,65.9
157,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,71.0
157,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,65.8
157,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,64.2
157,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,56.6
157,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,60.5
157,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,60.0
157,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,52.8
157,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,47.2
157,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
159,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,65.3
159,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,56.3
159,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,57.5
159,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,55.4
159,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,52.1
159,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,48.7
159,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,46.7
159,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,39.5
159,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,39.2
159,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,37.5
159,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
161,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,92.1
161,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,81.9
161,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,89.8
161,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,80.4
161,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,77.4
161,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,77.5
161,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,77.4
161,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,68.4
161,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,69.8
161,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,53.6
161,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
163,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,92.2
163,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,78.1
163,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,80.6
163,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,77.8
163,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,68.6
163,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,66.4
163,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,63.9
163,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,59.4
163,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,58.1
163,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,50.1
163,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
165,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,78.7
165,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,66.5
165,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,64.8
165,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,60.3
165,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,55.1
165,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,50.9
165,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,47.3
165,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,42.3
165,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,39.4
165,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,40.7
165,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
167,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,91.0
167,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,73.7
167,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,77.6
167,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,76.1
167,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,65.8
167,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,54.2
167,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,53.1
167,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,57.1
167,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,49.2
167,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,41.4
167,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
169,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,74.4
169,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,64.5
169,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,65.0
169,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,67.0
169,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,60.2
169,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,59.6
169,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,54.1
169,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,48.4
169,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,40.5
169,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,36.7
169,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
173,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,82.7
173,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,74.7
173,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,84.6
173,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,78.1
173,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,79.4
173,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,77.0
173,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,66.0
173,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,61.2
173,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,64.1
173,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,53.2
173,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
175,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,97.1
175,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,84.9
175,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,78.5
175,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,70.0
175,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,64.3
175,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,62.4
175,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,60.0
175,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,58.1
175,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,49.7
175,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,46.7
175,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
183,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,93.4
183,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,77.7
183,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,72.9
183,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,74.8
183,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,63.4
183,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,58.4
183,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,51.7
183,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,47.8
183,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,42.0
183,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,37.8
183,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
185,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,93.3
185,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,88.6
185,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,86.8
185,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,87.2
185,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,75.3
185,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,74.1
185,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,75.6
185,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,71.4
185,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,67.3
185,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,60.0
185,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
187,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,64.3
187,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,57.8
187,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,59.1
187,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,54.6
187,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,47.4
187,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,36.9
187,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,35.0
187,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,37.1
187,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,33.0
187,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,29.2
187,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
190,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,62.0
190,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,57.2
190,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,49.7
190,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,51.0
190,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,53.3
190,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,46.6
190,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,46.4
190,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,36.0
190,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,33.8
190,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,30.6
190,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
201,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,51.4
201,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,51.7
201,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,56.5
201,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,49.2
201,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,44.3
201,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,43.5
201,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,48.3
201,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,35.9
201,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,32.7
201,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,27.4
201,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
210,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,54.6
210,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,49.2
210,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,52.8
210,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,50.9
210,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,52.8
210,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,42.8
210,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,36.1
210,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,29.1
210,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,24.4
210,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,20.0
210,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
217,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,76.4
217,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,70.0
217,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,67.4
217,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,69.7
217,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,58.1
217,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,53.7
217,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,50.3
217,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,49.5
217,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,36.0
217,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,35.4
217,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
219,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,58.5
219,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,54.1
219,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,59.9
219,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,57.2
219,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,55.1
219,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,51.7
219,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,48.3
219,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,41.4
219,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,37.4
219,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,37.2
219,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
223,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,58.8
223,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,56.3
223,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,55.6
223,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,53.3
223,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,56.9
223,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,59.2
223,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,54.7
223,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,46.3
223,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,34.6
223,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,37.4
223,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
230,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,55.9
230,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,61.6
230,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,61.0
230,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,48.8
230,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,56.1
230,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,54.6
230,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,50.3
230,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,47.7
230,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,43.3
230,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,41.6
230,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
240,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,48.5
240,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,41.8
240,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,39.2
240,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,38.7
240,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,37.0
240,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,33.6
240,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,34.2
240,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,27.8
240,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,26.0
240,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,20.9
240,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
250,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,48.2
250,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,42.4
250,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,44.7
250,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,53.4
250,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,46.7
250,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,41.8
250,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,38.0
250,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,33.5
250,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,29.3
250,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,31.4
250,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
260,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,59.5
260,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,61.8
260,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,59.6
260,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,56.7
260,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,52.9
260,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,35.8
260,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,39.6
260,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,46.0
260,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,28.8
260,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,34.5
260,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
270,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,52.1
270,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,45.7
270,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,47.0
270,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,45.1
270,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,54.3
270,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,43.3
270,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,43.4
270,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,38.5
270,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,32.4
270,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,32.2
270,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
400,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,22.4
400,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,16.8
400,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,20.3
400,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,20.7
400,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,16.4
400,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,17.0
400,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,15.3
400,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,13.7
400,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,10.7
400,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,9.5
400,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
253,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,87.9
253,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,76.8
253,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,65.5
253,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,66.6
253,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,57.0
253,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,47.1
253,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,48.7
253,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,41.2
253,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,37.4
253,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,33.9
253,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
259,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,81.6
259,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,78.7
259,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,70.5
259,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,65.8
259,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,57.6
259,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,46.1
259,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,48.0
259,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,44.9
259,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,33.3
259,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,31.1
259,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
265,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,77.5
265,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,76.7
265,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,76.0
265,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,75.4
265,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,60.8
265,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,61.4
265,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,55.1
265,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,48.0
265,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,44.3
265,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,38.9
265,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
269,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,81.9
269,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,54.1
269,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,54.5
269,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,55.3
269,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,43.3
269,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,40.1
269,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,34.7
269,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,38.6
269,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,31.4
269,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,30.2
269,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
306,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,62.1
306,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,69.5
306,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,60.7
306,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,56.5
306,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,46.5
306,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,39.2
306,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,43.3
306,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,51.2
306,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,42.7
306,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,34.4
306,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
316,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,56.1
316,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,51.2
316,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,49.8
316,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,46.9
316,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,42.8
316,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,33.1
316,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,33.6
316,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,33.3
316,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,26.4
316,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,25.3
316,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
320,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,57.4
320,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,52.7
320,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,44.7
320,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,44.4
320,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,40.1
320,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,39.7
320,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,33.0
320,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,30.2
320,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,27.1
320,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,21.4
320,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
326,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,54.5
326,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,53.6
326,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,48.8
326,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,46.1
326,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,44.5
326,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,35.8
326,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,33.2
326,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,29.8
326,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,23.6
326,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,20.5
326,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
329,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,68.6
329,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,57.1
329,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,50.9
329,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,46.8
329,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,49.9
329,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,48.5
329,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,42.2
329,Anmeldte tyverier/indbrud pr. 1.000 indb.,2017,38.5
329,Anmeldte tyverier/indbrud pr. 1.000 indb.,2018,34.3
329,Anmeldte tyverier/indbrud pr. 1.000 indb.,2019,26.3
329,Anmeldte tyverier/indbrud pr. 1.000 indb.,2020,-1.0
330,Anmeldte tyverier/indbrud pr. 1.000 indb.,2010,67.0
330,Anmeldte tyverier/indbrud pr. 1.000 indb.,2011,66.8
330,Anmeldte tyverier/indbrud pr. 1.000 indb.,2012,61.6
330,Anmeldte tyverier/indbrud pr. 1.000 indb.,2013,56.6
330,Anmeldte tyverier/indbrud pr. 1.000 indb.,2014,53.3
330,Anmeldte tyverier/indbrud pr. 1.000 indb.,2015,45.9
330,Anmeldte tyverier/indbrud pr. 1.000 indb.,2016,47.6
